ESTILO;UNIDADES;DEPARTAMENTO
334024;10;703
334026;6;703
334030;2;703
334154;77;668
334269;30;730
334484;376;730
334686;458;731
334750;1;625
334769;2;626
334778;1;626
334890;12;648
334955;8;733
334956;12;733
334957;10;733
335126;798;730
335145;789;730
335146;797;730
335147;793;730
335148;779;730
335149;4;649
335150;791;730
335151;10;741
335153;781;730
335154;64;741
335158;219;648
335162;58;701
335164;131;701
335310;59;648
335378;37;700
335390;19;700
335392;38;700
335393;31;700
335394;6;700
335395;20;700
335397;1;700
335598;18;603
335603;16;603
335615;1;626
335652;16;603
335656;16;603
335668;3;665
335676;16;665
335678;1;726
335698;4;649
335700;1;626
335701;1;626
335703;2;626
335704;2;626
335705;24;649
335706;2;626
335709;1;626
335710;12;649
335712;2;626
335715;2;626
335717;2;649
335718;4;649
335719;4;649
335720;20;726
335721;4;649
335722;2;649
335723;18;726
335725;22;726
335726;23;726
335727;2;726
335728;9;726
335730;2;726
335731;41;726
335733;7;726
335743;48;726
335745;18;667
335754;42;726
335760;1;726
335771;7;726
335792;22;726
335804;13;726
335805;20;726
335806;19;726
335807;13;726
335809;17;726
335822;2;649
335824;1;625
335825;1;625
335829;1;625
335830;1;625
335871;10;680
335876;2;649
335881;11;680
335911;6;680
335922;2;649
335923;11;680
335924;16;680
335925;10;680
335929;6;649
335932;3;680
335933;9;680
335934;5;680
335937;14;680
335939;10;680
335940;14;680
335943;13;680
335944;10;680
335946;12;680
335948;8;680
335949;12;680
335950;12;680
335954;11;680
336011;4;680
336013;43;620
336014;39;620
336016;25;620
336017;18;620
336057;3;743
336061;3;743
336195;21;680
336198;8;680
336226;13;648
336229;15;648
336231;12;648
336307;14;680
336354;11;680
336683;14;680
336684;19;680
336687;14;680
336689;6;680
336712;14;648
336713;7;648
336715;13;648
336729;21;649
336845;12;680
336846;11;680
336847;11;680
336855;14;680
336858;13;680
336861;4;680
336862;16;680
336863;16;680
336866;14;680
336877;10;680
337051;102;649
337063;2;625
337081;2;625
337083;2;625
337084;2;625
337085;2;625
337105;2;625
337106;4;625
337108;3;625
337119;1;625
337133;1;625
337135;1;625
337136;1;625
337138;1;625
337143;1;625
337159;1;625
337161;1;625
337162;1;625
337164;1;625
337167;1;625
337169;1;625
337170;1;625
337175;1;625
337177;1;625
337179;1;625
337305;8;726
337307;4;726
337308;3;726
337326;7;726
337328;2;726
337329;1;726
337378;3;726
337385;6;670
337405;7;726
337414;8;726
337435;3;726
337441;5;726
337449;6;726
337452;3;726
337530;2;625
337543;6;626
337544;3;626
337545;3;626
337546;3;626
337547;4;626
337679;40;724
337709;1;701
337760;10;701
338187;6;725
338188;5;725
338199;11;725
338200;86;701
338201;9;725
338204;12;725
338205;7;725
338217;3;721
338218;5;721
338219;5;721
338220;5;721
338223;8;728
338224;15;728
338225;9;728
338252;11;603
338271;9;669
338369;122;730
338370;45;730
338461;22;603
338464;18;603
338466;20;603
338470;1;733
338472;16;603
338473;18;603
338476;100;725
338481;9;667
338496;17;667
338508;16;667
338509;18;667
338576;1;625
338577;20;725
338578;18;725
338580;20;725
338581;20;725
338582;23;725
338583;24;725
338584;24;725
338585;24;725
338586;24;725
338587;24;725
338590;2;648
338591;7;648
338592;271;701
338597;2;664
338598;2;664
338599;2;664
338600;1;664
338601;2;664
338602;2;664
338603;2;664
338604;2;664
338605;1;664
338606;2;664
338802;10;701
338806;7;701
338809;8;701
338813;8;701
338814;10;701
338819;8;701
338820;8;701
338835;5;664
338837;2;664
338838;3;664
338839;4;664
338845;12;701
338868;13;701
338873;8;701
338875;8;701
339027;49;662
339029;55;662
339061;6;662
339074;6;662
339092;3;662
339094;9;662
339106;70;662
339116;31;662
339125;3;662
339223;1;662
339230;10;662
339267;6;626
339337;275;722
339339;44;722
339340;73;722
339341;85;722
339342;52;722
339348;42;722
339399;7;743
339406;6;743
339610;7;700
339614;3;662
339615;3;662
339616;3;662
339617;3;662
339619;9;662
339673;2;625
339674;2;625
339729;2;625
339730;2;625
339773;3;662
339781;262;722
339782;260;722
339783;435;722
339784;265;722
339785;387;722
339786;250;722
339787;248;722
339788;251;722
339789;250;722
339794;250;722
339798;250;722
339799;250;722
339800;249;722
339801;248;722
339802;250;722
339803;281;722
339804;473;722
339805;250;722
339811;250;722
339812;300;722
339813;193;722
339814;155;722
339815;472;722
339816;444;722
339819;246;722
339821;273;722
339822;247;722
339823;306;722
339824;410;722
339827;289;722
339828;349;722
339833;245;722
339834;248;722
339835;247;722
339836;173;722
339837;1629;722
339838;223;722
339839;248;722
339841;1;722
339846;200;722
339847;200;722
339848;200;722
339849;200;722
339850;200;722
339851;100;722
339858;200;722
339859;200;722
339860;200;722
339861;200;722
339862;300;722
339863;300;722
339872;200;722
339875;200;722
339883;200;722
339884;200;722
339885;200;722
339886;200;722
339893;200;722
339895;200;722
339896;200;722
339897;200;722
339904;200;722
339905;200;722
339906;200;722
339907;200;722
339908;100;722
339909;100;722
339914;3;662
339916;3;662
339918;200;722
339919;9;665
339920;5;665
339921;4;665
339923;200;722
339924;200;722
339925;200;722
339926;200;722
339927;100;722
339931;3;665
339932;4;665
340033;89;730
340468;2;662
340469;9;662
340470;3;662
340471;2;662
340472;3;662
340473;3;662
340482;2;662
340542;5;662
340610;3;662
340622;134;722
340624;138;722
340625;190;722
340626;193;722
340627;192;722
340628;197;722
340629;132;722
340633;5;662
340634;197;722
340635;3;662
340636;3;662
340637;189;722
340638;10;662
340645;3;662
340678;6;662
340680;3;662
340682;5;662
340696;3;662
340710;3;662
340717;3;662
340718;3;662
340719;5;662
340720;3;662
340721;3;662
340722;3;662
340724;4;665
340776;4;726
340858;4;662
340859;8;662
340860;3;662
340861;4;662
340862;8;662
340863;4;662
341083;10;662
341087;31;662
341107;9;662
341329;26;662
341337;7;662
341353;12;662
341354;2;662
341355;12;662
341436;6;662
341550;1;625
341555;8;662
341619;9;662
341624;3;662
341625;6;662
341628;8;662
341629;3;662
341632;3;662
341644;6;662
341721;1;625
341885;3;662
341887;3;662
341888;5;662
341951;17;722
341955;4;649
341980;4;649
342068;1;649
342069;1;743
342070;2;743
342071;8;649
342096;8;649
342107;6;620
342108;6;620
342117;6;700
342124;5;649
342175;281;730
342180;92;730
342182;269;730
342500;17;603
342525;458;722
342526;299;722
342527;374;722
342528;396;722
342529;250;722
342530;250;722
342531;250;722
342533;249;722
342534;248;722
342535;250;722
342536;250;722
342537;250;722
342539;250;722
342540;250;722
342541;250;722
342542;1713;722
343109;9;649
343111;13;649
343114;5;649
343322;1;625
343325;2;625
343327;1;625
343329;16;647
343331;1;625
343336;74;704
343341;2;625
343553;14;620
343790;10;680
343798;11;667
343799;7;667
343800;8;667
343801;8;667
343802;15;667
343804;13;667
343817;3;725
343818;15;682
343820;28;602
343821;19;602
343822;1;602
343862;10;700
343882;14;700
343933;9;649
343935;21;649
344109;9;602
344170;14;700
344309;6;742
344311;11;742
344313;2;742
344326;1;625
344523;23;602
344572;2;742
344656;12;649
344735;9;602
344742;3;602
344749;11;602
344753;13;602
344757;14;602
344760;18;602
344762;20;602
344763;14;602
344769;26;602
344773;6;602
344775;8;602
344776;10;602
344777;16;602
344803;6;602
344831;30;602
344834;12;602
344842;18;602
344847;12;602
344861;6;602
344928;12;721
344929;24;721
344932;42;721
345013;12;602
345016;18;602
345031;1;625
345062;200;722
345064;200;722
345065;200;722
345066;250;722
345068;200;722
345072;200;722
345076;200;722
345080;200;722
345084;199;722
345085;200;722
345090;16;602
345099;196;722
345102;194;722
345106;151;722
345373;3;725
345374;6;725
345375;17;725
345381;31;602
345402;4;700
345438;68;730
345583;5;700
345584;3;626
345598;7;683
345604;3;743
345654;5;683
345655;6;683
345656;10;683
345660;10;683
345695;8;683
345696;8;683
345697;7;683
345698;7;683
345699;5;683
345701;10;683
345720;10;683
345721;9;683
345722;8;683
345723;1;625
345726;9;683
345733;9;683
345767;12;648
345770;6;648
345772;22;648
345919;5;683
346022;6;683
346151;8;700
346154;40;730
346186;5;683
346188;6;683
346189;6;683
346190;2;683
346191;10;683
346192;5;683
346203;15;648
346206;5;683
346218;6;683
346219;9;683
346227;6;683
346253;1;730
346289;13;683
346290;21;683
346334;11;683
346363;1;625
346371;12;683
346444;1;700
346456;8;700
346459;35;648
346460;3;700
346462;1;648
346475;21;701
346476;19;701
346519;41;741
346520;35;741
347134;1;625
347151;18;700
347175;3;743
347179;3;743
347180;2;743
347181;1;743
347182;3;743
347183;3;743
347184;3;743
347187;2;743
347191;2;743
347199;1;743
347208;2;743
347210;3;743
347211;1;743
347212;3;743
347213;3;743
347215;3;743
347216;3;743
347221;3;743
347222;2;743
347225;1;743
347229;1;743
347231;3;743
347232;2;743
347233;2;743
347235;2;743
347238;1;743
347239;1;743
347242;1;743
347244;3;743
347245;3;743
347247;6;743
347248;3;743
347250;3;743
347251;3;743
347252;1;743
347253;3;743
347254;2;743
347255;3;743
347258;3;743
347259;3;743
347260;3;743
347261;3;743
347262;3;743
347263;2;743
347264;3;743
347265;3;743
347267;2;743
347268;3;743
347275;3;743
347282;1;743
347284;3;743
347290;10;683
347396;3;743
347400;3;743
347455;1;669
347535;3;743
347592;2;626
347602;3;743
347607;2;743
347615;3;743
347618;6;625
347674;3;743
347728;3;743
347816;51;669
347821;39;669
347839;74;669
348025;1;743
348026;3;743
348027;1;743
348030;2;743
348032;1;743
348034;3;743
348036;3;743
348037;3;743
348038;2;743
348041;3;743
348063;2;625
348070;139;730
348490;1;743
348806;15;722
348836;15;722
348848;15;722
348891;98;730
348897;191;730
348898;51;730
348922;15;722
348981;39;730
349276;1;700
349329;41;730
349347;18;648
349349;20;648
349412;5;700
349444;30;730
349448;42;730
349828;15;682
350083;20;700
350095;6;626
350100;2;626
350369;231;730
350421;25;725
350426;62;725
350442;43;649
350644;2;668
350647;1;668
350671;10;669
350673;4;669
350682;1;669
350703;25;603
350716;19;603
350719;22;603
350722;21;603
350736;3;702
350739;9;702
350742;9;702
350743;9;702
350759;6;626
350793;196;722
350803;6;702
350898;1;734
350900;2;734
350950;4;740
351156;6;702
351161;20;702
351165;19;702
351169;20;702
351186;17;702
351474;5;649
351556;20;648
351589;12;725
351592;5;725
351593;19;702
351597;3;742
351615;17;725
351617;1;725
351619;12;725
351622;48;725
351623;44;725
351624;33;725
351626;2;725
351627;44;725
351628;2;725
351629;46;725
351630;6;725
351631;1;649
351632;11;649
351633;5;701
351635;13;683
351636;10;683
351637;2;724
351639;5;724
351641;1;724
351642;3;724
351643;4;724
351644;5;724
351676;5;742
351677;3;742
351688;8;664
351692;10;664
351696;5;664
351699;5;664
351702;5;664
351706;5;664
351710;16;664
351712;2;664
351714;21;664
351715;22;664
351718;2;664
351720;1;664
351721;10;664
351723;10;664
351724;10;664
351728;42;664
351730;2;664
351733;12;664
351734;1;664
351740;3;741
351742;3;664
351746;10;664
351747;3;664
351748;6;664
351751;5;664
351773;1;648
351774;1;648
351775;1;649
351777;1;649
351778;1;649
352074;3;681
352421;11;649
352431;28;649
352432;19;649
352434;9;649
352436;14;649
352437;27;649
352440;2;725
352445;70;649
352467;4;648
352614;19;648
352620;6;648
353010;2;742
353012;6;742
353013;4;742
353014;5;742
353137;1;625
353138;1;625
353141;1;625
353146;1;625
353150;1;625
353158;1;625
353161;1;625
353163;1;625
353167;1;625
353168;1;625
353171;1;625
353172;1;625
353180;1;625
353182;1;625
353183;1;625
353184;1;625
353185;1;625
353189;1;625
353202;2;625
353207;34;625
353209;1;625
353210;1;625
353212;1;625
353215;1;625
353223;1;625
353228;1;625
353229;1;625
353230;1;625
353232;1;625
353235;1;625
353246;1;625
353247;1;625
353249;1;625
353251;1;625
353253;1;625
353263;1;625
353269;1;625
353273;1;625
353355;1;625
353365;4;649
353366;5;649
353368;10;649
353373;1;625
353374;2;625
353381;1;625
353387;3;730
353399;8;730
353405;6;730
353407;8;730
353408;5;730
353500;9;683
353539;10;730
353541;10;730
353542;5;722
353545;8;730
353590;2;730
353591;3;730
353593;2;730
353594;2;730
353595;2;730
353597;250;722
353598;250;722
353837;3;730
353842;6;722
353843;4;730
353848;9;730
353858;3;730
353863;6;730
353864;3;730
353865;10;730
353866;4;730
353870;6;730
353875;2;730
353879;1;734
353883;9;730
353886;9;730
353890;9;730
353893;14;730
353895;3;722
353898;7;730
353903;5;730
353978;6;730
354003;10;730
354010;1;730
354033;10;722
354040;3;730
354080;5;730
354082;2;730
354085;1;730
354086;10;722
354087;5;730
354088;10;730
354089;10;730
354201;10;730
354202;9;730
354203;10;730
354204;10;730
354211;10;730
354215;10;730
354242;10;730
354243;9;730
354245;10;730
354246;10;730
354250;10;730
354255;10;730
354256;10;730
354259;10;730
354261;10;730
354262;10;730
354265;10;722
354401;8;730
354478;9;730
354525;10;730
354787;8;730
354791;20;730
354792;10;730
354793;10;730
354794;10;730
354795;10;730
354796;10;730
354797;10;730
354798;10;722
354805;28;730
354806;9;730
354807;17;730
354808;26;730
354809;25;730
354811;14;730
354813;19;730
354814;37;730
354815;38;730
354816;36;730
354817;10;730
354818;9;730
354819;17;730
354820;7;730
354821;9;730
354822;9;649
354826;3;649
354827;8;730
354828;8;730
354829;20;730
354831;8;730
354835;6;649
354836;9;730
354837;9;730
354841;9;730
354842;10;730
354843;9;730
354846;10;730
354849;9;730
354850;9;730
354852;6;649
354855;10;730
354857;10;730
354858;10;730
354859;10;730
354860;10;730
354861;10;730
354862;10;730
354863;10;730
354864;10;730
354866;10;730
354867;9;730
354869;10;730
354872;10;730
354878;10;730
354879;9;730
354880;10;730
354881;10;730
354884;10;730
354885;10;730
354886;10;730
354888;10;730
354889;10;730
354890;10;730
354891;10;730
354892;10;730
354893;10;730
354894;10;730
354895;10;730
354896;10;730
354900;10;730
354901;10;730
354902;10;730
354904;10;730
354920;10;730
354921;10;730
354949;2;649
354952;10;730
354953;10;730
354954;10;730
354955;10;730
355022;10;730
355114;8;730
355115;10;730
355122;10;730
355123;10;730
355124;10;730
355125;10;730
355126;10;730
355127;10;730
355136;9;730
355138;10;730
355139;10;730
355140;10;730
355141;10;730
355143;10;730
355144;10;730
355148;10;730
355149;10;730
355150;10;730
355152;10;730
355153;9;730
355155;10;730
355156;10;730
355161;8;730
355163;10;730
355165;10;730
355167;10;730
355198;10;730
355279;10;730
355281;10;730
355284;10;730
355298;9;730
355403;10;730
355405;57;725
355408;15;725
355420;4;626
355482;10;730
355485;10;730
355486;10;730
355489;9;730
355491;10;730
355492;10;730
355493;10;730
355494;10;730
355496;7;730
355497;10;730
355500;9;730
355513;10;730
355514;10;730
355516;9;730
355518;10;730
355519;10;730
355520;10;730
355524;9;730
355527;10;730
355912;6;669
355954;10;730
355981;10;730
356026;5;701
356028;3;701
356103;10;730
356104;10;730
356106;10;730
356107;10;730
356108;10;730
356109;10;730
356110;10;730
356111;10;730
356112;9;730
356113;10;730
356114;10;730
356130;10;730
356131;10;730
356174;1;743
356176;3;665
356177;2;743
356179;1;743
356182;2;743
356187;2;743
356191;2;743
356361;1;743
356385;15;649
356386;14;649
356407;2;743
356479;2;743
356483;2;743
356623;2;743
356636;2;743
356637;2;743
356665;2;743
356680;2;743
356695;2;743
356737;2;743
356741;12;649
356832;2;732
356840;1;732
356847;1;732
356864;2;743
356865;2;743
356867;1;743
356870;1;743
356871;2;743
356875;2;743
356877;2;743
356882;1;743
356886;1;743
356888;2;743
356889;2;743
356893;1;743
356898;1;743
356899;4;649
356902;2;743
356904;2;743
356909;2;743
356912;2;743
356916;1;743
356917;1;743
